W	Q2	S_{0+}		S_{1+}		S_{2+}		S_{3+}		S_{4+}		S_{5+}		S_{0-}		S_{1-}		S_{2-}		S_{3-}		S_{4-}		S_{5-}		E_{0+}		E_{1+}		E_{2+}		E_{3+}		E_{4+}		E_{5+}		E_{0-}		E_{1-}		E_{2-}		E_{3-}		E_{4-}		E_{5-}		M_{0+}		M_{1+}		M_{2+}		M_{3+}		M_{4+}		M_{5+}		M_{0-}		M_{1-}		M_{2-}		M_{3-}		M_{4-}		M_{5-}
1.63	4.45	0.594	-0.263	0.132	-0.014	0.026	0.003	0.008	0	0.003	0	0.001	0	0	0	0.182	0.017	0.012	0	-0.015	-0.011	0.003	0	-0.003	0	0.24	1.187	0.166	-0.005	0.022	0.004	0.009	0	0.001	0	0.001	0	0	0	0	0	0.258	-0.042	-0.033	-0.021	0.01	0	-0.004	0	0	0	-0.029	-0.002	0.03	0.001	-0.021	-0.002	0.007	0	-0.003	0	0	0	-0.301	-0.291	-0.131	0.034	0.017	0.024	0.001	0	0	0
1.64	4.45	0.544	-0.272	0.132	-0.014	0.026	0.002	0.008	0	0.003	0	0.001	0	0	0	0.182	0.013	0.011	-0.002	-0.013	-0.012	0.003	0	-0.003	0	0.245	1.296	0.165	-0.004	0.022	0.004	0.01	0	0.001	0	0.001	0	0	0	0	0	0.256	-0.037	-0.032	-0.024	0.01	0	-0.004	0	0	0	-0.034	-0.001	0.028	0	-0.021	-0.002	0.007	0	-0.003	0	0	0	-0.298	-0.274	-0.127	0.029	0.016	0.028	0.001	0	0	0
1.65	4.45	0.499	-0.296	0.132	-0.014	0.025	0.001	0.009	0	0.003	0	0.001	0	0	0	0.181	0.01	0.011	-0.002	-0.012	-0.014	0.003	0	-0.003	0	0.207	1.431	0.164	-0.004	0.02	0.003	0.01	0	0.001	0	0.001	0	0	0	0	0	0.253	-0.034	-0.027	-0.028	0.01	0	-0.004	0	0	0	-0.039	-0.002	0.028	0	-0.021	-0.003	0.007	0	-0.003	0	0	0	-0.295	-0.256	-0.124	0.025	0.012	0.031	0.001	0	0	0
1.66	4.45	0.462	-0.337	0.132	-0.016	0.026	0.001	0.009	0	0.003	0	0.001	0	0	0	0.183	0.008	0.01	-0.002	-0.01	-0.014	0.003	0	-0.003	0	0.108	1.577	0.161	-0.003	0.02	0.001	0.01	0	0.001	0	0.001	0	0	0	0	0	0.25	-0.032	-0.023	-0.031	0.01	0	-0.004	0	0	0	-0.042	-0.002	0.027	0	-0.021	-0.003	0.007	0	-0.003	0	0	0	-0.295	-0.242	-0.121	0.023	0.007	0.034	0.001	0	0	0
1.67	4.45	0.447	-0.39	0.131	-0.016	0.026	0	0.01	0	0.003	0	0.001	0	0	0	0.185	0.006	0.01	-0.001	-0.008	-0.014	0.003	0	-0.003	0	-0.058	1.707	0.16	-0.002	0.02	0	0.01	0	0.001	0	0.001	0	0	0	0	0	0.247	-0.03	-0.019	-0.033	0.011	0	-0.004	0	0	0	-0.044	-0.003	0.027	0	-0.021	-0.003	0.007	0	-0.003	0	0	0	-0.295	-0.229	-0.12	0.02	0.002	0.034	0.001	0	0	0
1.68	4.45	0.461	-0.443	0.132	-0.017	0.026	-0.002	0.01	0	0.003	0	0.001	0	0	0	0.186	0.004	0.009	-0.001	-0.005	-0.012	0.003	0	-0.003	0	-0.29	1.786	0.158	-0.001	0.02	0	0.01	0	0.001	0	0.001	0	0	0	0	0	0.245	-0.03	-0.014	-0.033	0.011	0	-0.004	0	0	0	-0.048	-0.004	0.025	-0.001	-0.021	-0.003	0.007	0	-0.003	0	0	0	-0.296	-0.216	-0.117	0.018	-0.004	0.033	0.001	0	0	0
1.69	4.45	0.497	-0.476	0.132	-0.018	0.026	-0.002	0.01	0	0.003	0	0.001	0	0	0	0.19	0.002	0.009	-0.001	-0.005	-0.011	0.003	0	-0.003	0	-0.561	1.782	0.157	-0.001	0.021	-0.003	0.01	0	0.001	0	0.001	0	0	0	0	0	0.244	-0.028	-0.009	-0.031	0.011	0	-0.004	0	0	0	-0.05	-0.003	0.025	-0.002	-0.021	-0.004	0.007	0	-0.003	0	0	0	-0.299	-0.208	-0.115	0.016	-0.008	0.031	0.001	0	0	0
1.7	4.45	0.541	-0.483	0.132	-0.019	0.027	-0.003	0.01	0.001	0.004	0	0.001	0	0	0	0.191	0.002	0.01	-0.001	-0.003	-0.009	0.003	0	-0.003	0	-0.823	1.676	0.154	-0.002	0.023	-0.004	0.01	0	0.001	0	0.001	0	0	0	0	0	0.242	-0.028	-0.005	-0.029	0.011	0	-0.004	0	0	0	-0.052	-0.003	0.026	-0.002	-0.02	-0.004	0.007	0	-0.003	0	0	0	-0.301	-0.198	-0.113	0.015	-0.011	0.027	0.001	0	0	0
1.71	4.45	0.574	-0.468	0.133	-0.019	0.028	-0.004	0.01	0.001	0.004	0	0.001	0	0	0	0.193	0.004	0.01	-0.001	-0.003	-0.008	0.003	0	-0.003	0	-1.023	1.494	0.152	-0.001	0.024	-0.005	0.01	0	0.001	0	0.001	0	0	0	0	0	0.242	-0.027	-0.003	-0.027	0.011	0	-0.004	0	0	0	-0.055	-0.004	0.025	-0.002	-0.022	-0.004	0.007	0	-0.003	0	0	0	-0.305	-0.193	-0.112	0.013	-0.013	0.025	0.001	0	0	0
1.72	4.45	0.593	-0.444	0.133	-0.02	0.03	-0.004	0.011	0.001	0.004	0	0.001	0	0	0	0.195	0.006	0.009	-0.001	-0.003	-0.006	0.003	0	-0.003	0	-1.141	1.279	0.149	-0.002	0.025	-0.005	0.01	0.001	0.002	0	0.001	0	0	0	0	0	0.24	-0.027	0	-0.025	0.011	0	-0.004	0	0	0	-0.058	-0.004	0.026	-0.003	-0.022	-0.004	0.007	0	-0.003	0	0	0	-0.308	-0.188	-0.11	0.012	-0.014	0.022	0.001	0	0	0
1.73	4.45	0.599	-0.419	0.134	-0.021	0.031	-0.005	0.011	0.001	0.004	0	0.001	0	0	0	0.196	0.008	0.009	-0.001	-0.003	-0.005	0.003	0	-0.003	0	-1.188	1.072	0.147	-0.002	0.025	-0.005	0.01	0.001	0.002	0	0.001	0	0	0	0	0	0.24	-0.027	0.001	-0.022	0.011	0	-0.004	0	0	0	-0.059	-0.004	0.025	-0.003	-0.022	-0.005	0.007	0	-0.003	0	0	0	-0.312	-0.185	-0.11	0.01	-0.014	0.019	0.001	0	0	0
1.74	4.45	0.596	-0.396	0.134	-0.021	0.032	-0.005	0.011	0.001	0.004	0	0.001	0	0	0	0.196	0.009	0.009	-0.001	-0.003	-0.005	0.003	0	-0.003	0	-1.185	0.89	0.144	-0.002	0.028	-0.005	0.011	0.001	0.003	0	0.001	0	0	0	0	0	0.241	-0.025	0.001	-0.019	0.011	0	-0.004	0	0	0	-0.062	-0.004	0.026	-0.003	-0.022	-0.005	0.007	0	-0.003	0	0	0	-0.314	-0.181	-0.108	0.01	-0.014	0.016	0.002	0	0	0
1.75	4.45	0.59	-0.38	0.134	-0.022	0.032	-0.005	0.012	0.001	0.004	0	0.001	0	0	0	0.196	0.011	0.009	-0.001	-0.005	-0.003	0.003	0	-0.003	0	-1.152	0.741	0.143	-0.002	0.028	-0.007	0.011	0.001	0.003	0	0.001	0	0	0	0	0	0.239	-0.025	0.002	-0.017	0.011	0	-0.004	0	0	0	-0.065	-0.004	0.025	-0.003	-0.021	-0.005	0.007	0	-0.003	0	0	0	-0.316	-0.179	-0.108	0.01	-0.013	0.015	0.002	0	0	0
1.76	4.45	0.58	-0.366	0.135	-0.022	0.033	-0.005	0.012	0.001	0.004	0	0.001	0	0	0	0.196	0.014	0.008	-0.001	-0.005	-0.003	0.003	0	-0.003	0	-1.103	0.619	0.141	-0.004	0.029	-0.007	0.011	0.001	0.003	0	0.001	0	0	0	0	0	0.239	-0.025	0.003	-0.016	0.011	0	-0.004	0	0	0	-0.066	-0.004	0.025	-0.003	-0.021	-0.005	0.007	0	-0.004	0	0	0	-0.318	-0.177	-0.108	0.008	-0.013	0.013	0.002	0	0	0
1.77	4.45	0.569	-0.356	0.136	-0.021	0.033	-0.005	0.012	0.001	0.004	0	0.001	0	0	0	0.196	0.017	0.008	-0.001	-0.005	-0.003	0.003	0	-0.003	0	-1.047	0.524	0.139	-0.005	0.03	-0.007	0.011	0.001	0.003	0	0.001	0	0	0	0	0	0.239	-0.025	0.003	-0.015	0.011	0	-0.004	0	0	0	-0.069	-0.004	0.024	-0.003	-0.02	-0.006	0.007	0	-0.004	0	0	0	-0.317	-0.175	-0.107	0.008	-0.013	0.012	0.002	0	0	0
1.78	4.45	0.558	-0.349	0.136	-0.021	0.034	-0.005	0.012	0.001	0.004	0	0.001	0	0	0	0.194	0.019	0.008	-0.001	-0.005	-0.002	0.003	0	-0.003	0	-0.987	0.449	0.137	-0.005	0.03	-0.007	0.011	0.001	0.003	0	0.001	0	0	0	0	0	0.24	-0.024	0.003	-0.013	0.011	0	-0.004	0	0	0	-0.072	-0.003	0.024	-0.003	-0.02	-0.006	0.007	0	-0.004	0	0	0	-0.317	-0.173	-0.107	0.008	-0.012	0.01	0.002	0	0	0
1.79	4.45	0.549	-0.345	0.137	-0.021	0.035	-0.005	0.012	0.001	0.005	0	0.001	0	0	0	0.191	0.021	0.008	-0.001	-0.006	-0.002	0.003	0	-0.003	0	-0.929	0.392	0.134	-0.007	0.032	-0.007	0.011	0.001	0.004	0	0.001	0	0	0	0	0	0.24	-0.024	0.003	-0.012	0.011	0	-0.004	0	0	0	-0.074	-0.003	0.024	-0.003	-0.019	-0.006	0.007	0	-0.004	0	0	0	-0.315	-0.171	-0.107	0.008	-0.01	0.009	0.002	0	0	0
1.8	4.45	0.539	-0.342	0.137	-0.021	0.036	-0.005	0.012	0.001	0.005	0	0.001	0	0	0	0.19	0.022	0.008	-0.001	-0.006	-0.002	0.003	0	-0.003	0	-0.872	0.349	0.133	-0.008	0.032	-0.005	0.013	0.001	0.004	0	0.001	0	0	0	0	0	0.24	-0.024	0.003	-0.011	0.011	0	-0.004	0	0	0	-0.076	-0.003	0.024	-0.003	-0.019	-0.006	0.007	0	-0.004	0	0	0	-0.313	-0.168	-0.107	0.007	-0.01	0.009	0.002	0	0	0
1.81	4.45	0.53	-0.339	0.136	-0.022	0.037	-0.005	0.012	0.001	0.005	0	0.002	0	0	0	0.187	0.023	0.008	-0.001	-0.006	-0.002	0.003	0	-0.003	0	-0.817	0.318	0.132	-0.008	0.032	-0.005	0.013	0.001	0.004	0	0.001	0	0	0	0	0	0.24	-0.024	0.003	-0.01	0.011	0	-0.004	0	0	0	-0.078	-0.002	0.023	-0.003	-0.018	-0.006	0.007	0	-0.004	0	0	0	-0.309	-0.165	-0.107	0.006	-0.01	0.007	0.002	0	0	0
1.82	4.45	0.522	-0.338	0.138	-0.02	0.037	-0.005	0.012	0.001	0.005	0	0.002	0	0	0	0.185	0.025	0.008	-0.001	-0.007	-0.001	0.003	0	-0.003	0	-0.765	0.298	0.131	-0.009	0.033	-0.005	0.012	0.001	0.004	0	0.001	0	0	0	0	0	0.24	-0.024	0.003	-0.009	0.011	0	-0.004	0	0	0	-0.079	-0.003	0.023	-0.003	-0.017	-0.006	0.007	0	-0.004	0	0	0	-0.305	-0.161	-0.106	0.006	-0.009	0.007	0.002	0	0	0
1.83	4.45	0.514	-0.338	0.137	-0.02	0.038	-0.005	0.013	0.001	0.005	0	0.002	0	0	0	0.181	0.026	0.008	-0.001	-0.007	0	0.003	0	-0.003	0	-0.717	0.288	0.13	-0.01	0.033	-0.005	0.012	0.001	0.004	0	0.001	0	0	0	0	0	0.241	-0.024	0.003	-0.008	0.011	0	-0.004	0	0	0	-0.081	-0.003	0.022	-0.002	-0.016	-0.006	0.007	0	-0.004	0	0	0	-0.301	-0.158	-0.106	0.006	-0.009	0.006	0.002	0	0	0
1.84	4.45	0.508	-0.339	0.137	-0.02	0.038	-0.005	0.013	0.001	0.006	0	0.002	0	0	0	0.18	0.026	0.006	-0.001	-0.007	0	0.003	0	-0.001	0	-0.674	0.286	0.129	-0.01	0.033	-0.005	0.012	0.001	0.004	0	0.001	0	0	0	0	0	0.241	-0.022	0.003	-0.008	0.011	0	-0.004	0	0	0	-0.082	-0.002	0.022	-0.002	-0.016	-0.006	0.006	0	-0.004	0	0	0	-0.297	-0.156	-0.106	0.006	-0.009	0.006	0.002	0	0	0
1.85	4.45	0.503	-0.341	0.136	-0.02	0.039	-0.005	0.012	0.001	0.006	0	0.002	0	0	0	0.176	0.026	0.006	-0.001	-0.007	0	0.003	0	-0.001	0	-0.635	0.293	0.126	-0.012	0.033	-0.005	0.013	0.001	0.004	0	0.001	0	0	0	0	0	0.241	-0.022	0.003	-0.007	0.011	0	-0.004	0	0	0	-0.083	-0.003	0.022	-0.002	-0.015	-0.006	0.006	0	-0.004	0	0	0	-0.292	-0.153	-0.106	0.006	-0.007	0.006	0.002	0	0	0
1.86	4.45	0.497	-0.342	0.136	-0.02	0.039	-0.004	0.013	0.001	0.006	0	0.002	0	0	0	0.173	0.027	0.006	-0.001	-0.007	0	0.003	0	-0.001	0	-0.602	0.305	0.124	-0.012	0.034	-0.005	0.012	0.001	0.004	0	0.001	0	0	0	0	0	0.241	-0.022	0.003	-0.007	0.011	0	-0.004	0	0	0	-0.084	-0.003	0.021	-0.002	-0.015	-0.005	0.006	0	-0.004	0	0	0	-0.286	-0.148	-0.107	0.004	-0.007	0.005	0.002	0	0	0
1.87	4.45	0.492	-0.346	0.135	-0.019	0.039	-0.004	0.013	0.001	0.006	0	0.002	0	0	0	0.171	0.027	0.005	-0.001	-0.008	0	0.003	0	-0.001	0	-0.575	0.327	0.124	-0.013	0.034	-0.004	0.012	0.001	0.004	0	0.001	0	0	0	0	0	0.241	-0.022	0.003	-0.006	0.011	0	-0.004	0	0	0	-0.086	-0.002	0.02	-0.002	-0.014	-0.004	0.006	0	-0.004	0	0	0	-0.281	-0.146	-0.107	0.004	-0.007	0.004	0.002	0	0	0
1.88	4.45	0.488	-0.348	0.136	-0.019	0.04	-0.004	0.013	0	0.006	0	0.002	0	0	0	0.168	0.027	0.005	-0.001	-0.008	0	0.003	0	-0.001	0	-0.557	0.354	0.123	-0.015	0.034	-0.004	0.012	0	0.005	0	0.001	0	0	0	0	0	0.24	-0.022	0.003	-0.006	0.011	0	-0.004	0	0	0	-0.087	-0.003	0.019	-0.002	-0.013	-0.004	0.006	0	-0.004	0	0	0	-0.276	-0.142	-0.107	0.004	-0.006	0.004	0.003	0	0	0
1.89	4.45	0.487	-0.352	0.136	-0.019	0.04	-0.004	0.013	0	0.005	0	0.002	0	0	0	0.165	0.027	0.005	-0.001	-0.008	0	0.003	0	-0.002	0	-0.545	0.384	0.121	-0.014	0.036	-0.004	0.012	0	0.005	0	0.001	0	0	0	0	0	0.24	-0.022	0.003	-0.006	0.011	0	-0.004	0	0	0	-0.087	-0.003	0.019	-0.002	-0.013	-0.003	0.006	0	-0.004	0	0	0	-0.27	-0.14	-0.108	0.004	-0.006	0.003	0.003	0	0	0
1.9	4.45	0.486	-0.354	0.135	-0.019	0.04	-0.004	0.013	0	0.005	0	0.002	0	0	0	0.163	0.027	0.005	-0.001	-0.008	0.001	0.003	0	-0.002	0	-0.546	0.419	0.12	-0.015	0.036	-0.004	0.012	0	0.005	0	0.001	0	0	0	0	0	0.24	-0.022	0.003	-0.005	0.011	0	-0.004	0	0	0	-0.087	-0.002	0.019	-0.001	-0.013	-0.002	0.006	0	-0.004	0	0	0	-0.264	-0.135	-0.107	0.004	-0.006	0.003	0.003	0	0	0
1.91	4.45	0.487	-0.358	0.134	-0.019	0.041	-0.004	0.014	0	0.005	0	0.003	0	0	0	0.16	0.027	0.005	-0.001	-0.008	0.001	0.003	0	-0.002	0	-0.557	0.453	0.119	-0.015	0.036	-0.004	0.013	0	0.005	0	0.001	0	0	0	0	0	0.241	-0.021	0.003	-0.005	0.011	0	-0.004	0	0	0	-0.088	-0.003	0.019	-0.001	-0.013	-0.001	0.006	0	-0.004	0	0	0	-0.26	-0.132	-0.107	0.003	-0.004	0.003	0.003	0	0	0
1.92	4.45	0.491	-0.361	0.133	-0.019	0.041	-0.004	0.014	0	0.005	0	0.003	0	0	0	0.157	0.027	0.005	-0.001	-0.008	0.001	0.003	0	-0.002	0	-0.578	0.486	0.118	-0.016	0.036	-0.005	0.013	0	0.005	0	0.001	0	0	0	0	0	0.241	-0.02	0.003	-0.004	0.011	0	-0.004	0	0	0	-0.088	-0.003	0.018	-0.001	-0.012	0	0.006	0	-0.004	0	0	0	-0.254	-0.129	-0.108	0.002	-0.004	0.003	0.003	0	0	0
1.93	4.45	0.495	-0.363	0.133	-0.019	0.041	-0.004	0.014	0	0.005	0	0.003	0	0	0	0.155	0.027	0.004	-0.001	-0.009	0.001	0.003	0	-0.002	0	-0.611	0.513	0.118	-0.017	0.037	-0.005	0.013	0	0.005	0	0.001	0	0	0	0	0	0.242	-0.02	0.003	-0.004	0.011	0	-0.004	0	0	0	-0.088	-0.004	0.018	-0.002	-0.013	0.001	0.006	0	-0.004	0	0	0	-0.248	-0.126	-0.108	0.001	-0.003	0.003	0.003	0	0	0
1.94	4.45	0.502	-0.362	0.132	-0.019	0.041	-0.004	0.014	-0.001	0.006	0	0.003	0	0	0	0.153	0.027	0.004	-0.001	-0.01	0.001	0.003	0	-0.002	0	-0.652	0.531	0.116	-0.017	0.037	-0.005	0.013	0	0.005	0	0.001	0	0	0	0	0	0.241	-0.02	0.003	-0.004	0.011	0	-0.004	0	0	0	-0.089	-0.003	0.017	-0.002	-0.013	0.001	0.006	0	-0.004	0	0	0	-0.242	-0.122	-0.109	0.002	-0.003	0.003	0.003	0	0	0
1.95	4.45	0.508	-0.359	0.133	-0.017	0.041	-0.004	0.015	-0.001	0.006	0	0.003	0	0	0	0.149	0.025	0.004	-0.001	-0.01	0.001	0.003	0	-0.002	0	-0.697	0.54	0.115	-0.017	0.037	-0.005	0.013	0	0.005	0	0.001	0	0	0	0	0	0.241	-0.019	0.003	-0.004	0.011	0	-0.004	0	0	0	-0.088	-0.003	0.017	-0.003	-0.014	0.002	0.006	0	-0.004	0	0	0	-0.237	-0.118	-0.109	0.002	-0.003	0.003	0.003	0	0	0
1.96	4.45	0.515	-0.355	0.132	-0.017	0.042	-0.004	0.015	-0.001	0.006	0	0.003	0	0	0	0.146	0.025	0.004	-0.001	-0.011	0.001	0.003	0	-0.002	0	-0.746	0.536	0.115	-0.017	0.037	-0.004	0.013	0	0.005	0	0.002	0	0	0	0	0	0.241	-0.02	0.003	-0.004	0.011	0	-0.004	0	0	0	-0.088	-0.003	0.016	-0.003	-0.014	0.003	0.006	0	-0.004	0	0	0	-0.231	-0.116	-0.11	0.001	-0.002	0.003	0.003	0	0	0
1.97	4.45	0.521	-0.348	0.132	-0.017	0.042	-0.004	0.015	-0.001	0.006	0	0.003	0	0	0	0.144	0.025	0.004	-0.001	-0.011	0.001	0.003	0	-0.002	0	-0.791	0.523	0.114	-0.017	0.037	-0.004	0.013	0	0.005	0	0.002	0	0	0	0	0	0.24	-0.02	0.003	-0.004	0.011	0	-0.004	0	0	0	-0.088	-0.004	0.016	-0.002	-0.014	0.003	0.006	0	-0.004	0	0	0	-0.226	-0.113	-0.11	0.001	-0.003	0.002	0.003	0	0	0
1.98	4.45	0.528	-0.339	0.131	-0.017	0.042	-0.004	0.016	-0.001	0.006	0	0.003	0	0	0	0.141	0.025	0.004	-0.001	-0.011	0.001	0.003	0	-0.002	0	-0.832	0.502	0.113	-0.017	0.037	-0.004	0.013	-0.001	0.005	0	0.002	0	0	0	0	0	0.241	-0.02	0.003	-0.002	0.011	0	-0.004	0	0	0	-0.087	-0.004	0.016	-0.002	-0.016	0.004	0.006	0	-0.003	0	0	0	-0.222	-0.11	-0.11	0	-0.002	0.002	0.003	0	0.001	0
1.99	4.45	0.533	-0.331	0.13	-0.017	0.042	-0.004	0.016	-0.001	0.006	0	0.003	0	0	0	0.14	0.025	0.004	-0.001	-0.011	0.001	0.003	0	-0.002	0	-0.867	0.474	0.112	-0.019	0.037	-0.004	0.014	-0.001	0.005	0	0.002	0	0	0	0	0	0.242	-0.019	0.003	-0.002	0.011	0	-0.004	0	0	0	-0.086	-0.003	0.016	-0.002	-0.016	0.004	0.006	0	-0.003	0	0	0	-0.216	-0.107	-0.111	0	-0.001	0.002	0.003	0	0.001	0
2	4.45	0.536	-0.321	0.129	-0.017	0.042	-0.004	0.016	-0.001	0.006	0	0.003	0	0	0	0.137	0.024	0.004	-0.001	-0.011	0.001	0.003	0	-0.002	0	-0.895	0.441	0.111	-0.019	0.037	-0.004	0.014	-0.001	0.005	0	0.002	0	0	0	0	0	0.241	-0.019	0.003	-0.002	0.011	0	-0.004	0	0	0	-0.087	-0.004	0.014	-0.002	-0.017	0.004	0.006	0	-0.003	0	0	0	-0.211	-0.105	-0.112	-0.001	0	0.002	0.003	0	0.001	0
1.08	4.5	0.313	0	0.056	0	0	0	0	0	0	0	0	0	0	0	0.168	0	0.002	0	0	0	0	0	0	0	0.373	0.021	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	-0.126	0	0.002	0	0	0	0	0	0	0	0	0	-0.567	0	0.001	0	0	0	0	0	0	0
1.09	4.5	0.338	-0.002	0.086	0.001	0	0	0	0	0	0	0	0	0	0	0.254	0	0.003	0	0	0	0	0	0	0	0.386	0.07	0.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	-0.001	0	0	0	0	0	0	0	-0.21	-0.003	0.006	0	-0.001	0	0	0	0	0	0	0	-0.845	0.003	0.002	0	0	0	0	0	0	0
1.1	4.5	0.363	-0.004	0.106	0.003	0	0	0	0	0	0	0	0	0	0	0.309	-0.002	0.004	0	0	0	0	0	0	0	0.4	0.096	0.078	0.001	-0.001	0	0.001	0	0	0	0	0	0	0	0	0	0.016	0	-0.001	0	0	0	0	0	0	0	-0.282	-0.009	0.01	0	-0.002	0	0	0	0	0	0	0	-1.017	0.007	0.003	0	0	0	0	0	0	0
1.11	4.5	0.386	-0.007	0.122	0.006	0.001	0	0	0	0	0	0	0	0	0	0.351	-0.003	0.006	0	-0.002	0	0	0	0	0	0.413	0.115	0.091	0.003	-0.002	0	0.001	0	0	0	0	0	0	0	0	0	0.021	0	-0.003	0	0.001	0	0	0	0	0	-0.353	-0.021	0.013	0	-0.001	0	0	0	0	0	0	0	-1.141	0.011	0.004	0	0	0	0	0	0	0
1.12	4.5	0.405	-0.01	0.135	0.01	0.002	0	0	0	0	0	0	0	0	0	0.383	-0.005	0.007	0	-0.002	0	0	0	0	0	0.429	0.131	0.1	0.005	-0.003	0	0.001	0	0	0	0	0	0	0	0	0	0.026	0	-0.004	0	0.001	0	0	0	0	0	-0.429	-0.041	0.015	0	-0.003	0	0.001	0	0	0	0	0	-1.235	0.016	0.005	0	-0.001	0	0	0	0	0
1.13	4.5	0.425	-0.015	0.148	0.016	0.001	0	0	0	0	0	0	0	0	0	0.41	-0.007	0.009	0	-0.002	0	0	0	0	0	0.443	0.145	0.109	0.008	-0.002	0	0.001	0	0	0	0	0	0	0	0	0	0.031	0	-0.006	0	0.001	0	0	0	0	0	-0.509	-0.072	0.017	0	-0.004	0	0.001	0	0	0	0	0	-1.31	0.02	0.005	0	-0.001	0	0	0	0	0
1.14	4.5	0.442	-0.018	0.158	0.025	0.002	0	0	0	0	0	0	0	0	0	0.431	-0.008	0.009	0	-0.002	0	0	0	0	0	0.458	0.157	0.117	0.013	-0.001	0	0.002	0	0	0	0	0	0	0	0	0	0.035	0	-0.006	0	0.002	0	0	0	0	0	-0.596	-0.119	0.02	0	-0.005	0	0.001	0	0	0	0	0	-1.371	0.023	0.005	0	-0.001	0	0	0	0	0
1.15	4.5	0.458	-0.024	0.169	0.035	0.003	0	0	0	0	0	0	0	0	0	0.451	-0.008	0.011	0	-0.002	0	0	0	0	0	0.475	0.168	0.123	0.018	-0.002	0	0.002	0	0	0	0	0	0	0	0	0	0.04	0	-0.007	0	0.003	0	-0.001	0	0	0	-0.691	-0.189	0.022	0	-0.006	0	0.002	0	0	0	0	0	-1.424	0.024	0.006	0	-0.001	0	0	0	0	0
1.16	4.5	0.473	-0.029	0.176	0.05	0.003	0	0	0	0	0	0	0	0	0	0.468	-0.009	0.011	0	-0.003	0	0	0	0	0	0.49	0.177	0.126	0.025	-0.002	0	0.002	0	0	0	0	0	0	0	0	0	0.043	0	-0.008	0	0.001	0	-0.001	0	0	0	-0.783	-0.291	0.024	0	-0.007	0	0.002	0	-0.001	0	0	0	-1.47	0.023	0.006	0	-0.001	0	0	0	0	0
1.17	4.5	0.487	-0.035	0.18	0.068	0.004	0	0	0	0	0	0	0	0	0	0.481	-0.009	0.013	0	-0.003	0	0	0	0	0	0.507	0.186	0.128	0.032	-0.001	0	0.003	0	0	0	0	0	0	0	0	0	0.047	0	-0.009	0	0.002	0	-0.001	0	0	0	-0.867	-0.431	0.025	0	-0.006	0	0.003	0	-0.001	0	0	0	-1.511	0.021	0.008	0	-0.001	0	0	0	0	0
1.18	4.5	0.5	-0.041	0.176	0.088	0.003	0	0	0	0	0	0	0	0	0	0.495	-0.008	0.013	0	-0.004	0	0	0	0	0	0.523	0.194	0.127	0.041	-0.001	0	0.003	0	-0.001	0	0	0	0	0	0	0	0.051	0	-0.009	0	0.003	0	-0.001	0	0	0	-0.916	-0.617	0.027	0	-0.008	0	0.001	0	-0.001	0	0	0	-1.549	0.014	0.008	0	-0.002	0	0.001	0	0	0
1.19	4.5	0.51	-0.048	0.165	0.109	0.004	0	0	0	0	0	0	0	0	0	0.506	-0.006	0.013	0	-0.004	0	0.002	0	0	0	0.541	0.202	0.122	0.048	-0.001	0	0.003	0	-0.001	0	0	0	0	0	0	0	0.054	0	-0.01	0	0.003	0	-0.001	0	0	0	-0.901	-0.836	0.028	0	-0.008	0	0.002	0	-0.001	0	0	0	-1.583	0.006	0.008	0	-0.002	0	0.001	0	0	0
1.2	4.5	0.52	-0.053	0.142	0.125	0.005	0	0	0	0	0	0	0	0	0	0.517	-0.002	0.014	0	-0.005	0	0.002	0	0	0	0.558	0.209	0.112	0.052	0	0	0.003	0	-0.001	0	0	0	0	0	0	0	0.057	-0.001	-0.011	0	0.003	0	-0.001	0	0	0	-0.791	-1.055	0.03	0	-0.009	0	0.002	0	-0.001	0	0	0	-1.617	-0.005	0.008	0	-0.002	0	0.001	0	0	0
1.21	4.5	0.529	-0.059	0.112	0.13	0.006	0	0	0	0	0	0	0	0	0	0.526	0.002	0.014	0	-0.005	0	0.002	0	0	0	0.574	0.214	0.099	0.05	0.001	0	0.003	0	-0.001	0	0	0	0	0	0	0	0.06	-0.001	-0.013	0	0.004	0	-0.002	0	0	0	-0.585	-1.214	0.032	0	-0.01	0	0.003	0	-0.001	0	0	0	-1.649	-0.021	0.01	0	0	0	0.001	0	0	0
1.22	4.5	0.536	-0.066	0.083	0.124	0.006	0	0	0	0	0	0	0	0	0	0.535	0.006	0.015	0	-0.005	0	0.002	0	0	0	0.593	0.221	0.089	0.041	0.001	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.062	-0.001	-0.012	0	0.004	0	-0.002	0	0	0	-0.326	-1.273	0.032	0	-0.011	0	0.003	0	-0.001	0	0	0	-1.68	-0.04	0.01	0	0	0	0.001	0	0	0
1.23	4.5	0.542	-0.073	0.059	0.107	0.007	0	0	0	0	0	0	0	0	0	0.541	0.013	0.016	0	-0.005	0	0.002	0	0	0	0.613	0.228	0.082	0.029	0.002	0	0.004	0	-0.001	0	0	0	0	0	0	0	0.065	-0.001	-0.013	0	0.005	0	-0.002	0	0	0	-0.08	-1.232	0.033	0	-0.012	0	0.003	0	-0.002	0	0	0	-1.71	-0.072	0.011	0	0	0	0.001	0	0	0
