W	Q2	S_{0+}		S_{1+}		S_{2+}		S_{3+}		S_{4+}		S_{5+}		S_{0-}		S_{1-}		S_{2-}		S_{3-}		S_{4-}		S_{5-}		E_{0+}		E_{1+}		E_{2+}		E_{3+}		E_{4+}		E_{5+}		E_{0-}		E_{1-}		E_{2-}		E_{3-}		E_{4-}		E_{5-}		M_{0+}		M_{1+}		M_{2+}		M_{3+}		M_{4+}		M_{5+}		M_{0-}		M_{1-}		M_{2-}		M_{3-}		M_{4-}		M_{5-}
1.58	0	4.356	-0.911	1.269	-0.286	0.731	0.086	0.385	0.009	0.206	0	0.118	0	0	0	2.472	-0.026	0.71	-0.633	-1.186	-0.378	-0.337	0	-0.189	0	5.232	3.445	2.039	0.024	0.573	0.064	0.279	0.007	0.14	0	0.077	0	0	0	0	0	-0.783	3.342	1.972	0.791	0.389	0	0.174	0	0	0	-0.674	0.132	-0.038	0.133	-0.423	-0.038	-0.091	0	-0.052	0	0	0	-0.146	1.259	-1.425	0.648	1.021	0.486	0.141	0	0.06	0
1.59	0	4.049	-0.671	1.228	-0.304	0.715	0.09	0.385	0.01	0.208	0	0.119	0	0	0	2.421	-0.052	0.656	-0.503	-1.2	-0.444	-0.338	0	-0.19	0	5.137	3.668	2.029	0.064	0.558	0.066	0.276	0.008	0.14	0	0.077	0	0	0	0	0	-0.709	3.134	2.02	0.945	0.387	0	0.176	0	0	0	-0.701	0.163	-0.016	0.169	-0.431	-0.042	-0.09	0	-0.053	0	0	0	-0.254	1.222	-1.326	0.453	1.069	0.592	0.142	0	0.06	0
1.6	0	3.693	-0.552	1.187	-0.328	0.698	0.095	0.385	0.011	0.209	0	0.12	0	0	0	2.374	-0.075	0.604	-0.404	-1.207	-0.523	-0.338	0	-0.192	0	4.974	3.857	2.018	0.106	0.542	0.069	0.275	0.008	0.139	0	0.077	0	0	0	0	0	-0.666	3.005	2.052	1.133	0.387	0	0.176	0	0	0	-0.72	0.196	0.001	0.21	-0.438	-0.048	-0.091	0	-0.054	0	0	0	-0.36	1.191	-1.221	0.297	1.106	0.721	0.143	0	0.061	0
1.61	0	3.337	-0.552	1.148	-0.357	0.679	0.097	0.385	0.011	0.209	0	0.121	0	0	0	2.334	-0.099	0.554	-0.326	-1.198	-0.615	-0.339	0	-0.193	0	4.74	3.997	2.006	0.15	0.525	0.069	0.273	0.008	0.139	0	0.077	0	0	0	0	0	-0.668	2.924	2.054	1.358	0.387	0	0.175	0	0	0	-0.735	0.23	0.009	0.26	-0.448	-0.053	-0.09	0	-0.055	0	0	0	-0.471	1.166	-1.118	0.171	1.127	0.88	0.144	0	0.063	0
1.62	0	3.013	-0.642	1.11	-0.394	0.655	0.097	0.384	0.012	0.211	0	0.122	0	0	0	2.3	-0.121	0.511	-0.266	-1.167	-0.721	-0.34	0	-0.195	0	4.459	4.113	1.991	0.199	0.503	0.067	0.272	0.008	0.138	0	0.077	0	0	0	0	0	-0.714	2.866	2.008	1.619	0.387	0	0.175	0	0	0	-0.746	0.265	0.007	0.314	-0.456	-0.059	-0.089	0	-0.055	0	0	0	-0.576	1.145	-1.014	0.069	1.114	1.065	0.146	0	0.063	0
1.63	0	2.742	-0.786	1.078	-0.437	0.631	0.091	0.384	0.013	0.212	0	0.123	0	0	0	2.266	-0.144	0.474	-0.217	-1.105	-0.832	-0.342	0	-0.196	0	4.125	4.225	1.973	0.251	0.482	0.062	0.27	0.009	0.137	0	0.076	0	0	0	0	0	-0.8	2.816	1.89	1.906	0.386	0	0.177	0	0	0	-0.76	0.304	-0.01	0.374	-0.465	-0.066	-0.09	0	-0.056	0	0	0	-0.678	1.126	-0.914	-0.012	1.054	1.274	0.146	0	0.063	0
1.64	0	2.528	-0.962	1.052	-0.486	0.604	0.08	0.384	0.015	0.211	0	0.123	0	0	0	2.247	-0.161	0.442	-0.179	-1.002	-0.936	-0.342	0	-0.198	0	3.717	4.338	1.951	0.307	0.462	0.052	0.268	0.01	0.137	0	0.076	0	0	0	0	0	-0.922	2.756	1.675	2.191	0.384	0	0.176	0	0	0	-0.775	0.345	-0.047	0.429	-0.473	-0.073	-0.089	0	-0.056	0	0	0	-0.774	1.107	-0.816	-0.074	0.925	1.487	0.148	0	0.064	0
1.65	0	2.367	-1.157	1.033	-0.541	0.581	0.062	0.384	0.016	0.212	0	0.124	0	0	0	2.23	-0.178	0.415	-0.147	-0.857	-1.013	-0.342	0	-0.2	0	3.21	4.414	1.921	0.367	0.443	0.035	0.266	0.01	0.137	0	0.076	0	0	0	0	0	-1.062	2.675	1.355	2.429	0.384	0	0.176	0	0	0	-0.798	0.387	-0.1	0.472	-0.483	-0.081	-0.089	0	-0.057	0	0	0	-0.866	1.091	-0.724	-0.12	0.721	1.673	0.148	0	0.064	0
1.66	0	2.263	-1.361	1.024	-0.599	0.561	0.038	0.382	0.016	0.212	0	0.125	0	0	0	2.224	-0.183	0.394	-0.123	-0.682	-1.042	-0.343	0	-0.201	0	2.605	4.386	1.884	0.429	0.428	0.017	0.264	0.011	0.136	0	0.076	0	0	0	0	0	-1.211	2.568	0.951	2.564	0.384	0	0.176	0	0	0	-0.778	0.428	-0.165	0.5	-0.492	-0.091	-0.089	0	-0.058	0	0	0	-0.952	1.072	-0.637	-0.149	0.451	1.795	0.15	0	0.065	0
1.67	0	2.221	-1.556	1.024	-0.659	0.551	0.011	0.381	0.017	0.213	0	0.125	0	0	0	2.221	-0.185	0.375	-0.102	-0.503	-1.007	-0.342	0	-0.203	0	1.968	4.212	1.837	0.491	0.42	-0.004	0.263	0.012	0.135	0	0.076	0	0	0	0	0	-1.358	2.436	0.516	2.562	0.383	0	0.177	0	0	0	-0.773	0.471	-0.235	0.503	-0.501	-0.101	-0.089	0	-0.058	0	0	0	-1.034	1.055	-0.556	-0.169	0.152	1.824	0.152	0	0.065	0
1.68	0	2.234	-1.715	1.038	-0.717	0.548	-0.017	0.38	0.019	0.214	0	0.126	0	0	0	2.222	-0.19	0.361	-0.087	-0.353	-0.918	-0.342	0	-0.204	0	1.366	3.901	1.78	0.55	0.417	-0.025	0.261	0.013	0.135	0	0.076	0	0	0	0	0	-1.491	2.283	0.123	2.423	0.382	0	0.176	0	0	0	-0.772	0.512	-0.298	0.488	-0.511	-0.112	-0.087	0	-0.058	0	0	0	-1.113	1.037	-0.482	-0.176	-0.129	1.757	0.152	0	0.067	0
1.69	0	2.283	-1.824	1.063	-0.773	0.552	-0.041	0.379	0.02	0.214	0	0.127	0	0	0	2.226	-0.173	0.351	-0.074	-0.249	-0.795	-0.342	0	-0.205	0	0.826	3.487	1.713	0.605	0.42	-0.042	0.259	0.013	0.134	0	0.076	0	0	0	0	0	-1.605	2.115	-0.181	2.192	0.382	0	0.176	0	0	0	-0.787	0.551	-0.35	0.457	-0.52	-0.125	-0.088	0	-0.059	0	0	0	-1.18	1.016	-0.417	-0.175	-0.357	1.619	0.154	0	0.067	0
1.7	0	2.335	-1.873	1.097	-0.821	0.56	-0.06	0.378	0.021	0.214	0	0.127	0	0	0	2.233	-0.155	0.342	-0.064	-0.194	-0.664	-0.342	0	-0.206	0	0.37	2.976	1.637	0.652	0.426	-0.056	0.256	0.014	0.134	0	0.076	0	0	0	0	0	-1.695	1.941	-0.381	1.924	0.381	0	0.177	0	0	0	-0.811	0.584	-0.389	0.418	-0.531	-0.139	-0.087	0	-0.059	0	0	0	-1.244	0.996	-0.365	-0.168	-0.517	1.448	0.155	0	0.067	0
1.71	0	2.37	-1.878	1.142	-0.861	0.57	-0.074	0.376	0.022	0.215	0	0.128	0	0	0	2.235	-0.121	0.338	-0.057	-0.179	-0.545	-0.341	0	-0.207	0	0.043	2.395	1.553	0.689	0.433	-0.066	0.255	0.015	0.133	0	0.076	0	0	0	0	0	-1.762	1.764	-0.49	1.661	0.379	0	0.176	0	0	0	-0.847	0.61	-0.414	0.377	-0.54	-0.155	-0.086	0	-0.06	0	0	0	-1.293	0.971	-0.322	-0.156	-0.616	1.27	0.157	0	0.068	0
1.72	0	2.38	-1.861	1.191	-0.888	0.58	-0.083	0.373	0.024	0.215	0	0.129	0	0	0	2.237	-0.086	0.334	-0.051	-0.188	-0.446	-0.341	0	-0.21	0	-0.134	1.803	1.466	0.713	0.44	-0.073	0.252	0.016	0.132	0	0.075	0	0	0	0	0	-1.81	1.592	-0.536	1.427	0.378	0	0.176	0	0	0	-0.892	0.628	-0.429	0.336	-0.548	-0.173	-0.086	0	-0.061	0	0	0	-1.341	0.945	-0.285	-0.139	-0.667	1.104	0.157	0	0.068	0
1.73	0	2.367	-1.836	1.242	-0.905	0.589	-0.089	0.372	0.025	0.216	0	0.127	0	0	0	2.234	-0.046	0.335	-0.048	-0.21	-0.367	-0.34	0	-0.211	0	-0.187	1.253	1.377	0.725	0.446	-0.075	0.25	0.016	0.132	0	0.075	0	0	0	0	0	-1.837	1.43	-0.539	1.228	0.378	0	0.177	0	0	0	-0.942	0.638	-0.436	0.298	-0.558	-0.192	-0.085	0	-0.061	0	0	0	-1.379	0.917	-0.256	-0.121	-0.684	0.96	0.158	0	0.07	0
1.74	0	2.339	-1.812	1.294	-0.91	0.597	-0.091	0.37	0.026	0.214	0	0.128	0	0	0	2.225	-0.002	0.337	-0.044	-0.239	-0.307	-0.34	0	-0.212	0	-0.151	0.77	1.29	0.725	0.451	-0.076	0.246	0.017	0.132	0	0.075	0	0	0	0	0	-1.851	1.278	-0.519	1.065	0.377	0	0.176	0	0	0	-0.993	0.638	-0.436	0.264	-0.565	-0.214	-0.085	0	-0.062	0	0	0	-1.41	0.89	-0.233	-0.102	-0.68	0.838	0.16	0	0.07	0
1.75	0	2.3	-1.79	1.342	-0.905	0.604	-0.093	0.366	0.028	0.215	0	0.129	0	0	0	2.21	0.042	0.342	-0.042	-0.267	-0.261	-0.341	0	-0.213	0	-0.058	0.362	1.207	0.715	0.454	-0.077	0.243	0.017	0.131	0	0.075	0	0	0	0	0	-1.855	1.137	-0.488	0.932	0.376	0	0.176	0	0	0	-1.039	0.631	-0.433	0.234	-0.573	-0.238	-0.084	0	-0.063	0	0	0	-1.435	0.858	-0.215	-0.082	-0.666	0.733	0.161	0	0.07	0
1.76	0	2.257	-1.771	1.386	-0.891	0.608	-0.093	0.363	0.03	0.215	0	0.129	0	0	0	2.184	0.089	0.347	-0.041	-0.292	-0.223	-0.339	0	-0.214	0	0.068	0.022	1.132	0.696	0.457	-0.075	0.24	0.018	0.13	0	0.074	0	0	0	0	0	-1.85	1.01	-0.454	0.822	0.375	0	0.177	0	0	0	-1.09	0.618	-0.427	0.208	-0.578	-0.264	-0.084	0	-0.063	0	0	0	-1.452	0.825	-0.202	-0.063	-0.646	0.646	0.163	0	0.07	0
1.77	0	2.211	-1.755	1.423	-0.872	0.611	-0.091	0.361	0.031	0.215	0	0.13	0	0	0	2.162	0.131	0.355	-0.041	-0.315	-0.193	-0.339	0	-0.216	0	0.208	-0.262	1.063	0.671	0.458	-0.074	0.238	0.019	0.13	0	0.074	0	0	0	0	0	-1.838	0.896	-0.419	0.729	0.375	0	0.176	0	0	0	-1.136	0.6	-0.419	0.186	-0.583	-0.293	-0.083	0	-0.064	0	0	0	-1.467	0.793	-0.192	-0.045	-0.622	0.572	0.163	0	0.071	0
1.78	0	2.166	-1.739	1.456	-0.847	0.613	-0.089	0.356	0.032	0.216	0	0.13	0	0	0	2.129	0.171	0.364	-0.041	-0.333	-0.167	-0.338	0	-0.217	0	0.356	-0.491	1.001	0.641	0.459	-0.073	0.234	0.02	0.129	0	0.074	0	0	0	0	0	-1.823	0.792	-0.387	0.651	0.374	0	0.175	0	0	0	-1.172	0.577	-0.411	0.165	-0.584	-0.325	-0.083	0	-0.064	0	0	0	-1.476	0.76	-0.184	-0.028	-0.597	0.507	0.164	0	0.073	0
1.79	0	2.118	-1.727	1.481	-0.819	0.615	-0.087	0.353	0.033	0.216	0	0.13	0	0	0	2.095	0.208	0.375	-0.041	-0.349	-0.142	-0.337	0	-0.218	0	0.507	-0.675	0.948	0.608	0.459	-0.069	0.231	0.02	0.128	0	0.074	0	0	0	0	0	-1.806	0.7	-0.357	0.578	0.373	0	0.177	0	0	0	-1.203	0.553	-0.401	0.147	-0.583	-0.359	-0.082	0	-0.065	0	0	0	-1.48	0.725	-0.181	-0.013	-0.572	0.45	0.165	0	0.073	0
1.8	0	2.073	-1.712	1.501	-0.79	0.614	-0.084	0.348	0.033	0.216	0	0.13	0	0	0	2.058	0.24	0.386	-0.043	-0.364	-0.117	-0.336	0	-0.218	0	0.657	-0.819	0.9	0.575	0.459	-0.067	0.227	0.021	0.128	0	0.074	0	0	0	0	0	-1.788	0.617	-0.326	0.513	0.372	0	0.176	0	0	0	-1.235	0.525	-0.392	0.132	-0.577	-0.396	-0.082	0	-0.066	0	0	0	-1.481	0.692	-0.179	0.003	-0.545	0.398	0.166	0	0.073	0
1.81	0	2.028	-1.7	1.516	-0.759	0.614	-0.083	0.343	0.033	0.216	0	0.131	0	0	0	2.022	0.271	0.399	-0.044	-0.379	-0.094	-0.334	0	-0.219	0	0.8	-0.931	0.859	0.54	0.457	-0.066	0.223	0.02	0.127	0	0.074	0	0	0	0	0	-1.77	0.542	-0.294	0.453	0.371	0	0.175	0	0	0	-1.253	0.498	-0.382	0.118	-0.569	-0.436	-0.081	0	-0.066	0	0	0	-1.478	0.658	-0.179	0.016	-0.519	0.352	0.168	0	0.073	0
1.82	0	1.983	-1.69	1.525	-0.73	0.612	-0.08	0.338	0.033	0.214	0	0.131	0	0	0	1.985	0.296	0.412	-0.045	-0.396	-0.071	-0.334	0	-0.221	0	0.937	-1.01	0.824	0.506	0.455	-0.063	0.219	0.02	0.127	0	0.073	0	0	0	0	0	-1.752	0.475	-0.261	0.399	0.37	0	0.176	0	0	0	-1.261	0.47	-0.373	0.105	-0.556	-0.477	-0.081	0	-0.066	0	0	0	-1.471	0.626	-0.18	0.029	-0.491	0.31	0.169	0	0.074	0
1.83	0	1.94	-1.682	1.532	-0.701	0.61	-0.077	0.331	0.033	0.214	0	0.132	0	0	0	1.943	0.318	0.426	-0.045	-0.413	-0.05	-0.334	0	-0.222	0	1.065	-1.065	0.793	0.474	0.453	-0.061	0.215	0.019	0.126	0	0.073	0	0	0	0	0	-1.736	0.415	-0.228	0.349	0.369	0	0.175	0	0	0	-1.27	0.442	-0.364	0.094	-0.535	-0.519	-0.079	0	-0.067	0	0	0	-1.458	0.595	-0.184	0.042	-0.461	0.273	0.171	0	0.075	0
1.84	0	1.898	-1.674	1.534	-0.674	0.608	-0.075	0.327	0.031	0.214	0	0.132	0	0	0	1.908	0.338	0.441	-0.046	-0.433	-0.03	-0.332	0	-0.223	0	1.184	-1.093	0.766	0.443	0.45	-0.059	0.211	0.018	0.125	0	0.073	0	0	0	0	0	-1.721	0.362	-0.192	0.306	0.368	0	0.174	0	0	0	-1.268	0.415	-0.356	0.084	-0.509	-0.56	-0.079	0	-0.067	0	0	0	-1.442	0.567	-0.186	0.051	-0.432	0.24	0.172	0	0.075	0
1.85	0	1.859	-1.667	1.534	-0.647	0.603	-0.073	0.321	0.029	0.214	0	0.132	0	0	0	1.868	0.353	0.457	-0.046	-0.452	-0.012	-0.331	0	-0.223	0	1.291	-1.096	0.743	0.413	0.446	-0.058	0.207	0.016	0.124	0	0.072	0	0	0	0	0	-1.708	0.311	-0.156	0.268	0.367	0	0.175	0	0	0	-1.257	0.388	-0.346	0.076	-0.474	-0.601	-0.077	0	-0.069	0	0	0	-1.421	0.542	-0.19	0.06	-0.401	0.212	0.173	0	0.077	0
1.86	0	1.822	-1.662	1.531	-0.62	0.6	-0.07	0.315	0.025	0.214	0	0.132	0	0	0	1.83	0.366	0.472	-0.048	-0.472	0.004	-0.33	0	-0.224	0	1.387	-1.077	0.722	0.386	0.443	-0.056	0.203	0.014	0.124	0	0.072	0	0	0	0	0	-1.696	0.268	-0.12	0.235	0.366	0	0.175	0	0	0	-1.247	0.362	-0.338	0.067	-0.434	-0.639	-0.077	0	-0.07	0	0	0	-1.395	0.522	-0.196	0.069	-0.371	0.189	0.174	0	0.076	0
1.87	0	1.787	-1.658	1.526	-0.597	0.596	-0.068	0.311	0.022	0.214	0	0.132	0	0	0	1.791	0.377	0.49	-0.049	-0.492	0.017	-0.328	0	-0.226	0	1.466	-1.039	0.704	0.359	0.44	-0.054	0.2	0.012	0.123	0	0.072	0	0	0	0	0	-1.687	0.227	-0.085	0.207	0.365	0	0.175	0	0	0	-1.223	0.336	-0.33	0.061	-0.387	-0.673	-0.076	0	-0.071	0	0	0	-1.368	0.504	-0.201	0.075	-0.343	0.168	0.175	0	0.077	0
1.88	0	1.758	-1.655	1.52	-0.575	0.592	-0.066	0.307	0.017	0.214	0	0.132	0	0	0	1.763	0.387	0.506	-0.049	-0.511	0.028	-0.326	0	-0.226	0	1.529	-0.982	0.687	0.334	0.437	-0.052	0.198	0.009	0.123	0	0.072	0	0	0	0	0	-1.679	0.19	-0.05	0.183	0.364	0	0.175	0	0	0	-1.201	0.312	-0.323	0.053	-0.333	-0.701	-0.076	0	-0.071	0	0	0	-1.339	0.493	-0.207	0.082	-0.314	0.152	0.177	0	0.077	0
1.89	0	1.73	-1.654	1.512	-0.552	0.587	-0.064	0.302	0.013	0.214	0	0.132	0	0	0	1.727	0.393	0.524	-0.049	-0.531	0.036	-0.325	0	-0.227	0	1.569	-0.912	0.673	0.311	0.433	-0.051	0.196	0.006	0.123	0	0.072	0	0	0	0	0	-1.673	0.157	-0.018	0.165	0.363	0	0.174	0	0	0	-1.171	0.289	-0.316	0.049	-0.275	-0.721	-0.074	0	-0.072	0	0	0	-1.307	0.486	-0.212	0.086	-0.287	0.137	0.178	0	0.079	0
1.9	0	1.707	-1.653	1.503	-0.532	0.583	-0.062	0.3	0.008	0.213	0	0.133	0	0	0	1.696	0.397	0.541	-0.05	-0.551	0.045	-0.325	0	-0.227	0	1.588	-0.835	0.659	0.29	0.429	-0.049	0.194	0.002	0.122	0	0.071	0	0	0	0	0	-1.669	0.125	0.013	0.148	0.363	0	0.175	0	0	0	-1.131	0.268	-0.309	0.042	-0.214	-0.733	-0.074	0	-0.072	0	0	0	-1.275	0.486	-0.218	0.09	-0.261	0.126	0.179	0	0.079	0
1.91	0	1.69	-1.653	1.494	-0.514	0.577	-0.062	0.298	0.003	0.213	0	0.133	0	0	0	1.665	0.4	0.558	-0.05	-0.568	0.051	-0.322	0	-0.228	0	1.584	-0.747	0.648	0.269	0.426	-0.048	0.193	-0.001	0.121	0	0.071	0	0	0	0	0	-1.666	0.097	0.042	0.134	0.362	0	0.174	0	0	0	-1.096	0.246	-0.303	0.039	-0.151	-0.736	-0.074	0	-0.073	0	0	0	-1.244	0.49	-0.225	0.093	-0.237	0.117	0.18	0	0.079	0
1.92	0	1.677	-1.65	1.484	-0.496	0.572	-0.061	0.297	-0.002	0.213	0	0.133	0	0	0	1.635	0.401	0.577	-0.05	-0.585	0.055	-0.321	0	-0.23	0	1.554	-0.665	0.638	0.25	0.421	-0.047	0.192	-0.004	0.12	0	0.071	0	0	0	0	0	-1.666	0.07	0.069	0.124	0.361	0	0.175	0	0	0	-1.051	0.228	-0.296	0.033	-0.089	-0.731	-0.072	0	-0.074	0	0	0	-1.217	0.499	-0.231	0.096	-0.214	0.108	0.181	0	0.08	0
1.93	0	1.671	-1.646	1.473	-0.478	0.567	-0.06	0.297	-0.007	0.213	0	0.133	0	0	0	1.608	0.402	0.595	-0.051	-0.602	0.059	-0.32	0	-0.231	0	1.503	-0.59	0.627	0.232	0.417	-0.047	0.191	-0.007	0.12	0	0.07	0	0	0	0	0	-1.665	0.045	0.095	0.114	0.36	0	0.174	0	0	0	-0.998	0.211	-0.291	0.03	-0.028	-0.717	-0.072	0	-0.074	0	0	0	-1.191	0.511	-0.237	0.097	-0.191	0.103	0.182	0	0.08	0
1.94	0	1.668	-1.639	1.462	-0.463	0.562	-0.059	0.297	-0.01	0.213	0	0.133	0	0	0	1.583	0.401	0.612	-0.05	-0.618	0.061	-0.317	0	-0.231	0	1.433	-0.528	0.619	0.216	0.414	-0.046	0.191	-0.01	0.119	0	0.07	0	0	0	0	0	-1.666	0.021	0.118	0.107	0.358	0	0.175	0	0	0	-0.949	0.193	-0.285	0.026	0.027	-0.695	-0.07	0	-0.074	0	0	0	-1.169	0.525	-0.242	0.096	-0.171	0.098	0.184	0	0.081	0
1.95	0	1.669	-1.626	1.451	-0.449	0.557	-0.058	0.297	-0.015	0.213	0	0.133	0	0	0	1.558	0.4	0.632	-0.052	-0.633	0.064	-0.316	0	-0.232	0	1.351	-0.485	0.61	0.2	0.41	-0.045	0.191	-0.012	0.118	0	0.07	0	0	0	0	0	-1.671	-0.001	0.141	0.1	0.357	0	0.174	0	0	0	-0.893	0.178	-0.28	0.024	0.077	-0.668	-0.07	0	-0.075	0	0	0	-1.15	0.541	-0.249	0.096	-0.152	0.093	0.185	0	0.082	0
1.96	0	1.671	-1.61	1.44	-0.434	0.552	-0.058	0.297	-0.016	0.213	0	0.134	0	0	0	1.535	0.399	0.649	-0.051	-0.646	0.065	-0.313	0	-0.232	0	1.265	-0.465	0.603	0.187	0.407	-0.044	0.192	-0.014	0.118	0	0.07	0	0	0	0	0	-1.675	-0.022	0.163	0.096	0.356	0	0.173	0	0	0	-0.841	0.164	-0.276	0.022	0.123	-0.635	-0.069	0	-0.075	0	0	0	-1.136	0.556	-0.255	0.094	-0.134	0.091	0.187	0	0.082	0
1.97	0	1.674	-1.591	1.427	-0.422	0.546	-0.057	0.298	-0.019	0.211	0	0.134	0	0	0	1.513	0.397	0.668	-0.05	-0.659	0.066	-0.313	0	-0.234	0	1.181	-0.464	0.595	0.173	0.403	-0.044	0.192	-0.015	0.117	0	0.069	0	0	0	0	0	-1.681	-0.042	0.182	0.092	0.355	0	0.174	0	0	0	-0.781	0.149	-0.272	0.019	0.161	-0.6	-0.068	0	-0.076	0	0	0	-1.123	0.572	-0.259	0.091	-0.117	0.088	0.189	0	0.084	0
1.98	0	1.677	-1.568	1.415	-0.409	0.543	-0.057	0.298	-0.021	0.21	0	0.132	0	0	0	1.492	0.396	0.685	-0.05	-0.672	0.066	-0.311	0	-0.235	0	1.107	-0.477	0.588	0.161	0.4	-0.043	0.192	-0.016	0.117	0	0.069	0	0	0	0	0	-1.687	-0.06	0.2	0.089	0.355	0	0.173	0	0	0	-0.718	0.138	-0.27	0.018	0.193	-0.561	-0.067	0	-0.076	0	0	0	-1.114	0.585	-0.264	0.089	-0.102	0.087	0.19	0	0.084	0
1.99	0	1.678	-1.542	1.404	-0.397	0.537	-0.056	0.299	-0.023	0.21	0	0.132	0	0	0	1.472	0.395	0.704	-0.05	-0.684	0.066	-0.309	0	-0.235	0	1.045	-0.504	0.583	0.148	0.396	-0.042	0.193	-0.017	0.116	0	0.069	0	0	0	0	0	-1.693	-0.079	0.217	0.087	0.354	0	0.174	0	0	0	-0.654	0.127	-0.266	0.016	0.219	-0.524	-0.066	0	-0.077	0	0	0	-1.107	0.597	-0.268	0.084	-0.087	0.085	0.19	0	0.083	0
2	0	1.68	-1.515	1.392	-0.386	0.532	-0.055	0.3	-0.024	0.21	0	0.132	0	0	0	1.454	0.393	0.723	-0.049	-0.695	0.065	-0.307	0	-0.236	0	0.999	-0.536	0.576	0.138	0.393	-0.042	0.193	-0.018	0.115	0	0.068	0	0	0	0	0	-1.702	-0.096	0.232	0.085	0.353	0	0.173	0	0	0	-0.587	0.117	-0.265	0.013	0.242	-0.487	-0.065	0	-0.079	0	0	0	-1.1	0.609	-0.272	0.078	-0.074	0.084	0.191	0	0.085	0
1.08	0.05	10.632	0.057	0.711	0	0.039	0	0.003	0	0	0	0	0	0	0	6.078	-0.001	-0.024	0	-0.003	0	0	0	0	0	23.878	0.247	1.149	0	0.071	0	0.006	0	0	0	0	0	0	0	0	0	0.206	0	0.008	0	0	0	0	0	0	0	-3	-0.002	-0.016	0	-0.002	0	0	0	0	0	0	0	0.191	-0.002	0.051	0	0.003	0	0	0	0	0
1.09	0.05	10.698	0.191	1.121	0.006	0.095	0	0.012	0	0.001	0	0	0	0	0	8.825	-0.025	-0.064	0	-0.009	0	-0.001	0	0	0	23.061	0.794	1.737	0.008	0.167	0	0.021	0	0.003	0	0	0	0	0	0	0	0.498	0.001	0.028	0	0.003	0	0	0	0	0	-4.792	-0.047	-0.039	0	-0.009	0	0	0	0	0	0	0	0.427	-0.004	0.123	0	0.01	0	0.001	0	0	0
1.1	0.05	10.728	0.218	1.418	0.021	0.153	0	0.024	0	0.004	0	0.001	0	0	0	10.325	-0.066	-0.107	0	-0.02	0	-0.003	0	0	0	22.282	0.962	2.105	0.024	0.253	0	0.041	0	0.007	0	0.001	0	0	0	0	0	0.775	0.001	0.054	0	0.007	0	0.001	0	0	0	-6.189	-0.161	-0.064	0	-0.017	0	-0.002	0	0	0	0	0	0.668	-0.007	0.194	0	0.02	0	0.002	0	0	0
1.11	0.05	10.725	0.214	1.663	0.046	0.206	0	0.039	0	0.008	0	0.001	0	0	0	11.242	-0.113	-0.152	-0.001	-0.035	0	-0.006	0	-0.001	0	21.538	1.034	2.368	0.05	0.33	0	0.062	0	0.013	0	0.003	0	0	0	0	0	1.038	0.003	0.085	0	0.013	0	0.002	0	0	0	-7.469	-0.366	-0.09	0	-0.027	0	-0.003	0	0	0	0	0	0.904	-0.014	0.262	0	0.031	0	0.004	0	0.001	0
1.12	0.05	10.693	0.188	1.874	0.084	0.26	0	0.054	0	0.013	0	0.003	0	0	0	11.815	-0.161	-0.2	-0.001	-0.049	0	-0.008	0	-0.002	0	20.824	1.054	2.562	0.088	0.399	0	0.083	0	0.019	0	0.005	0	0	0	0	0	1.285	0.005	0.119	0	0.019	0	0.004	0	0	0	-8.731	-0.698	-0.115	0	-0.038	0	-0.005	0	-0.001	0	0	0	1.131	-0.025	0.326	0	0.043	0	0.007	0	0.001	0
1.13	0.05	10.636	0.147	2.059	0.139	0.309	0	0.071	0	0.018	0	0.005	0	0	0	12.162	-0.202	-0.25	-0.002	-0.064	0	-0.011	0	-0.003	0	20.145	1.038	2.705	0.14	0.459	0	0.105	0	0.026	0	0.007	0	0	0	0	0	1.517	0.007	0.155	0	0.027	0	0.006	0	0	0	-10.029	-1.203	-0.137	0	-0.049	0	-0.008	0	-0.001	0	0	0	1.346	-0.038	0.387	0.001	0.057	0	0.01	0	0.002	0
1.14	0.05	10.556	0.094	2.222	0.214	0.358	0	0.088	0	0.024	0	0.007	0	0	0	12.358	-0.236	-0.299	-0.003	-0.082	0	-0.016	0	-0.004	0	19.5	1	2.807	0.206	0.51	0.001	0.125	0	0.034	0	0.01	0	0	0	0	0	1.736	0.01	0.192	0	0.037	0	0.008	0	0	0	-11.387	-1.956	-0.159	0	-0.06	0	-0.009	0	-0.002	0	0	0	1.547	-0.055	0.444	0.001	0.069	0	0.013	0	0.003	0
1.15	0.05	10.458	0.035	2.362	0.318	0.403	0.001	0.106	0	0.031	0	0.01	0	0	0	12.442	-0.261	-0.348	-0.005	-0.101	0	-0.022	0	-0.006	0	18.889	0.95	2.87	0.291	0.555	0.001	0.145	0	0.042	0	0.013	0	0	0	0	0	1.94	0.015	0.228	0	0.047	0	0.011	0	0	0	-12.799	-3.057	-0.179	0	-0.07	0	-0.012	0	-0.003	0	0	0	1.734	-0.076	0.5	0.003	0.082	0	0.016	0	0.004	0
